page,text,x,y
364,"more often on their personal space
",27.96,211.45999999999998
364,"MAIN STEPS OF THE PROJECT
",14.184,161.3
364,"• Benchmark of customer areas within the insurance and banking industry
• Gathering and formalization of business needs regarding new functionalities
• Estimation of new functionalities’ impact on registration
• Producing briefs / scoping documents addressed to the IT team
• Designing KPI reports for new functionalities
",14.424,139.75
364,"RESULTS
",388.46,110.124
364,"•
",388.68,87.82368
364,"•
",388.68,72.241152
364,"•
",388.68,56.59968
364,"Selecting and prioritizing projects within the digital roadmap
Identification of improvement fields within the customer area
Follow up of 18 projects deployment (new registration process, 
paperless program,  enhancing customer experience,…)
",402.24,88.056
365,"Icône 
secteur
",24.12,380.12
365,"Augmented insurance market by 2022, for a mutual insurance group
",70.92,379.28
365,"Insurance – Revenue (2016) : € 16.3 billion – 11.5 M customers and members
",168.65,327.1
365,"CONTEXT AND OBJECTIVES
",14.184,302.01
365,"• The insurance sector is changing: volatile market, emergence of new competitors, 
predictable decline in insurable material, emergence of new insurance needs, rise 
of digital...
In this context, insurers must reinvent themselves by identifying new growth 
levers.
",14.4,280.49
365,"•
",14.4,239.42768
365,"• Our client is asking VERTONE to identify new areas of growth, by 2022, for the 
",14.4,211.45999999999998
365,"entire group.
",27.96,198.878
365,"MAIN STEPS OF THE PROJECT
",14.184,173.508
365,"• Analysis, prioritization and selection of societal, economic and behavioral trends 
",14.52,151.868
365,"•
",14.52,123.38768
365,"•
",14.52,95.19168
365,"(qualification, identification of impacts on insurance and on our client).
Identification of the new customer needs resulting from these trends, and 
illustration with benchmark elements.
Identification of new / future customer segments via a quantitative study, 
combining socio-demographic data, attitudinal data and behavioral data.
",28.08,139.22
365,"• Qualification of the new need universes and identification of impacted customer 
",14.52,67.2
365,"profiles.
",28.08,54.6
365,"Qualification of customers needs resulting
",403.82,297.628
365,"from societal trends
",449.66,285.58000000000004
365,"Segment card
",619.82,228.63
365,"RESULTS
",388.46,128.37
365,"•
",388.78,105.99168
365,"•
",388.78,90.39168
365,"Formalization of a trend book of the French society.
Formalization of the new need universes, associated needs and 
subneeds.
",402.34,106.224
365,"• Construction of a strategic customer segmentation, qualification of 
",388.78,62.4
365,"each segment, and identification of the sensitivity of each segment to 
new needs (via a quantitative study)
",402.34,49.800000000000004
366,"Design and launching of services for the digital platform of a 
group of insurers 
",66.384,393.80912
366,"CONTEXTE ET OBJECTIFS
",14.184,302.01
366,"Benchmark – business analysis
",480.22,298.678
366,"Insurance – Turnover 2017 = 16,3 Mds € - 11,5 M customers
",211.85,327.1
366,"• The insurer wishes to adopt a new posture, more relational, broadened to 
",14.4,280.49
366,"customers prevention and accompaniment. 
",27.96,267.908
366,"• To make concrete this new posture, Vertone accompanied the insurer in : 
",14.4,252.26
366,"o Design of a digital services platform,
o Design of new services (home focused) complementary to the insurance 
",36.36,236.66
366,"business.
",49.8,208.45999999999998
366,"DÉMARCHE
",14.184,189.4
366,"•
",14.616,167.42768
366,"Identify territories of legitimacy on services, customer needs and irritants and the 
main competition issues.
",28.176,167.66
366,"• Validate commercial and marketing interest and select offers with the insurer’ 
",14.616,136.45999999999998
366,"•
",14.616,108.00768
366,"teams.
Launch various call for tenders from potential partners and analyze their 
commercial proposals.
",28.176,123.84
366,"• Negotiate and shape business models with partners.
• Prepare the commercial launch of the new services (offer, IT, legal, marketing).
• Monitor the business performance and build punctual promotional actions.
",14.616,80.04
366,"RÉSULTATS
",388.46,128.37
366,"• Traffic is growing on the digital platform : 400,000 unique visitors in 
",388.78,106.224
366,"2018).
",402.34,93.624
366,"• 4 offers launched : remote monitoring, works, home diagnostics and 
",388.78,78.042
366,"help to move.
",402.34,65.39999999999999
366,"• 2019/ 2020 roadmap.
",388.78,49.800000000000004
367,"Design and follow-up of a customer satisfaction tool common with several
companies on several touchpoints (post damage, assistance and legal aid)
",70.56,391.28
367,"French mutual insurance company: Turnover € 16,3 billion – 26 000 employees in 2016
",144.77,329.09
367,"CONTEXT AND OBJECTIVES
",14.184,304.98999999999995
367,"Examples of supports used to follow the convergence
",431.09,301.73
367,"•
",14.472,283.13768
367,"First French mutual insurance company that covers property, liability and 
reinsurance businesses in 2016, the group wished to design a common tool for all 
its entities to measure the customer satisfaction after major journeys.
",28.032,283.37
367,"• On this project sponsored by the Marketing Directors of the 3 companies of the 
",14.472,242.57
367,"group, Vertone worked on the common touchpoints managed by transversal 
entities (Damage and Liability, Legal Protection, Assistance).
",28.032,229.97
367,"• The goal was to reach a common agreement on the business needs of each brand 
",14.472,201.73999999999998
367,"to feed transversal dashboards.
",28.032,189.14
367,"PROCESSES
• To reach a common agreement between Marketing Services:
",14.184,173.35
367,"• Collecting the needs and map the scope of existing tools
• Defining common trigger events and common rules to make the 
",50.616,141.30999999999997
367,"feedback loop and to monitor the KPIs
",64.176,113.11
367,"• Designing, negociating and validating the structure and the wording of 
",50.616,97.53
367,"the questionnaires
",64.176,84.888
367,"• Designing and implementing a POC with a service on the common tool
",50.616,69.288
367,"RESULTS
• Convergence of the Marketing services on common needs, KPIs, trigger 
",386.23,139.55
367,"events and questionnaires up to the IT limits
",399.79,108.94
367,"• Mapping of the remaining differences to help Steering Teams to 
",386.23,93.336
367,"analyse the results and the evolutions
",399.79,80.754
367,"• Design and deployment of a POC on post damage touchpoint (6000 
",386.23,65.112
367,"• To coordinate the subsidiaires on the project:
",14.616,53.688
367,"sent surveys per day)
",399.79,52.512
367,"• Co-constructing the expression of requirements of the subsidiaries not 
",50.616,38.088
367,"directly involved in the governance
",64.176,25.488
367,"• Designing the planning of the recettes phases and involving IT Teams
",50.616,9.864
367,"• Design of the business needs to be sent to the IT Implementing Teams 
for the common dashboards (for operational and for directors) and for 
the raw extraction to be analysed by Data Teams
",386.23,36.912
368,"Services platform planning for an insurer
",70.92,379.28
368,"Insurance  Group – 11 millions clients – 2800 agencies in France
",202.25,323.62
368,"CONTEXT AND OBJECTIVES
",14.184,292.688
368,"• An insurance group wishes to :
",14.448,271.08000000000004
368,"o Move to a new insurer position: from a transactional UX to a relational one 
",43.008,255.45999999999998
368,"(advisory, prevention & project support)
",56.568,242.85999999999999
368,"o Include services to its value proposition in order to support this strategy
",43.008,227.26
368,"•
",14.448,211.42768
368,"It appealed Vertone to plan and implement a digital service platform and to 
conceive a high added-value product line of household-related services
",28.008,211.66
368,"PROCESSES
",14.184,167.83
368,"• Benchmark of service offers and strategic partners selection
• Definition of new and exclusive offers for B2B and B2C markets
• Business model definition and business plan realization to evaluate overall 
",14.544,146.17999999999998
368,"project profitability
",28.104,102.36
368,"• Negotiation support for partnership contracts
•
",14.544,86.76
368,"Services’ file creation for managing directors validation
",28.104,71.16
368,"• Planning of multichannel customer journey, contents and marketing promises
• Operational implementation coordination and corporate-level go-to-market
",14.544,55.56
368,"Structure type d’une offre de service 
",473.83,290.71312
368,"RESULTS
",388.46,107.778
368,"•
",388.68,85.49568000000001
368,"•
",388.68,57.29568
368,"•
",388.68,29.07168
368,"Implementation of strategic partnerships with firms leaders on their 
markets and innovative start-ups
Launch of the first service universe with a dozen of household-related 
services
Industrialization of services conception & partners integration 
processes
",402.24,85.72800000000001
369,"Definition of the commercial strategy for a complementary health 
insurance 
",70.92,391.28
369,"Complementary health insurance – 152 000 customers – 28 agencies in France
",166.01,323.62
369,"CONTEXT AND GOALS
",14.184,292.688
369,"Exemples of client portfolio analysis
",473.95,290.71312
369,"• A complementary health insurer dedicated to the railway men aims to : 
",14.448,271.11
369,"o Becoming leader in its market with the recruitment of 8 000 new customers 
",43.008,256.09000000000003
369,"within the following 3 years
",56.568,244.09
369,"o Exploring new development paths and new markets
",43.008,229.09
369,"•
",14.448,213.87088
369,"In this context, VERTONE was asked to help the company to define a commercial 
strategy
",28.008,214.09
369,"APPROACH
",14.184,167.83
369,"•
",14.544,145.99088
369,"•
",14.544,119.008352
369,"•
",14.544,91.97088
369,"Implementation of a strategic diagnosis : brand, product & offer, distribution, 
commercial methods, client knowledge and operational marketing, steering
",28.104,146.21
369,"Interviews with employees (top managers, sales team, communication and agency 
employees…)
",28.104,119.228
369,"Leading subscribers and prospects awareness surveys
",28.104,92.19
369,"• Customer portfolio analysis (customer profile, loyalty…)
",14.544,77.19
369,"• Definition of customer profiles to target and the commercial strategy with operational 
",14.544,62.19
369,"recommendations
",28.104,50.208
369,"•
",14.544,34.94688000000001
369,"Framing the commercial action plan
",28.104,35.166000000000004
369,"RESULTS
",388.46,107.778
369,"•
",388.75,85.508352
369,"Identification of company’s strengths and weaknesses
",402.31,85.728
369,"• Prioritization of the targets and action plan
",388.75,70.686
369,"•
",388.75,55.46688
369,"Setting up an organization of marketing activities
",402.31,55.686
369,"• Definition of the commercial role for agency employees
",388.75,40.686
369,"•
",388.75,25.466880000000003
369,"Implementation of new processes to manage the commercial activity and 
communication campaigns reports
",402.31,25.686
370,"Implementation of the acquisition and customer relationship 
strategy for a complementary health insurance
",70.92,390.11911999999995
370,"CONTEXT ET OBJECTIVES
",14.184,304.42999999999995
370,"Illustration of a to-be customer journey and related internal processes
",410.71,300.7
370,"Complementary health insurance industry - 95 000 customers
",206.81,327.1
370,"•
",14.376,282.72088
370,"The company aims at reaching 100 000 customers in the next 3 years. It is a 
challenging objective considering the limited size of the market and the new 
regulation.
",27.936,282.94000000000005
370,"• VERTONE was in charge of defining and implementing the new commercial strategy 
",14.376,243.958
370,"(CRM + commercial action plan) and of helping the company with its internal 
transformation. 
",27.936,231.92
370,"MAINS STEPS OF THE PROJECT
",12.552,198.74
370,"Transformation plan
• Defined the projects, identified the projects leaders, and helped the company 
",14.64,173.19
370,"implement its transformation plan. 
",28.2,149.19
370,"Commercial Action Plan 
•
",14.64,134.208
370,"Listed all the exiting commercial actions, identified new and more digital actions, 
made the client validate and prioritize the commercial actions, built a retro planning 
for 2018 and followed-up all the commercial actions for the end of the year
",28.2,122.17
370,"CRM implementation
• Designed the to-be customer journeys and related internal processes, prioritized the 
",14.64,83.166
370,"business needs, drew-up the detailed requirements, launched an RFQ, analyzed 
offers, selected a CRM provider, followed-up the design phase for the first lot. 
",28.2,59.184
370,"RESULTS
",388.46,148.37800000000001
370,"•
",388.87,125.93088
370,"•
",388.87,98.90688
370,"Formalization of the to-be customer journeys and internal processes to 
better manage leads and improve conversion rate.
",402.43,126.15
370,"Selection of a CRM tool matching the business needs and the 
complementary health insurance specificities
",402.43,99.126
370,"• Digitalization of commercial actions (sponsorship, marketing games, and 
so on) and optimization of the website (online price request, automatic 
reminders, and so on) 
",388.87,72.126
370,"•
",388.87,32.88288
370,"Introduction of a marketing approach within the team who was only 
communication-oriented so far.  
",402.43,33.102000000000004
371,"Benchmark of insurance offers for teachers and good business practices of companies 
targeting this population
",70.92,387.14000000000004
371,"CONTEXT ET OBJECTIVES
",14.184,302.01
371,"Comparative analysis of the professional insurance’s guarantees offered by the main competitors 
",398.59,299.36
371,"Insurance – 2016 Revenues = 1 535 M € - 3,6 M customers
",216.17,327.1
371,"• Our customer wishes to strengthen and improve its position on the teachers' 
",14.472,280.42
371,"•
",14.472,226.75768
371,"market, a population that is constantly growing and strongly marked by an 
affinity dimension exploited by its competitors. To this end, a specific seminar on 
this target is planned in order to establish an operational action plan.
In this context, VERTONE is asked to carry out a benchmark to identify the value 
proposals of insurance companies targeting this specific population as well as the 
best practices in terms of commercial approach implemented by companies 
aiming at this target or other similar ones.
",28.032,267.83799999999997
371,"PROCESS
• Understand the target by identifying its habits, key life moments, obstacles and 
",14.184,167.63
371,"motivations.
",28.176,134.31799999999998
371,"• Create company profiles on our customer’s main competitors by putting forward 
",14.616,118.68
371,"their range of offers, the differentiating elements aimed at the target as well as 
the “teachers journey” on their websites
",28.176,106.08
371,"• Collect, analyze and compare the competitors’ offers for teachers in terms of 
",14.616,77.88
371,"•
",14.616,49.42368
371,"home, car, professional and life insurances
Identify and present the best commercial practices specific or potentially 
applicable to the target among those practiced by French or foreign companies
",28.176,65.28
371,"RESULTS
",388.46,128.37
371,"•
",388.8,105.94368
371,"Improve the customer’s knowledge of the target population
",402.36,106.176
371,"• Positioning of the customer in relation to its main competitors on the 
",388.8,90.57600000000001
371,"target in terms of value proposition
Identification of potential leads in terms of commercial approach
• Use of the benchmark as a starting point for discussions during the 
",388.8,77.976
371,"•
",388.8,62.14368
371,"seminar dedicated to the target group
",402.36,34.824
371,"P.371
",657.22,14.282880000000002
372,"Framing of a digital burial services offering to enrich the value proposition of the funeral insurance of a 
mutual
",72.384,382.466
372,"CONTEXT AND OBJECTIVES
",14.712,318.52112
372,"Our client wanted to frame a digital data management service following the 
death of a client to:
",14.712,296.86768
372,"• Boost the income of death and funeral insurance by enriching the current 
",14.712,268.66768
372,"offer with an innovative service
",28.296,256.085152
372,"• Help advisors sell death insurance with an additional argument
",14.712,240.43768
372,"• Retain customers with a service related to the offer
",14.712,224.83768
372,"• Assign the strategy and digital positioning of our client
",14.712,209.23768
372,"APPROACH
",14.664,172.20112
372,"•
",14.712,145.87515199999999
372,"International benchmarking of digital data management services following 
a death.
",28.296,145.87515199999999
372,"• Scope of the offer based on the Design Thinking methodology
",14.712,117.62768
372,"• Animation of design workshops (layout and wire-framing) with the client
",14.712,102.03168
372,"• Drafting specifications and specifications
",14.712,86.43168
372,"• Development of the Business Model
",14.712,70.849152
372,"RESULTS
",388.97,150.91112
372,"• Construction of an innovative offer, validated by COMEX on 
",388.42,125.45768
372,"the basis of feedback from user tests and the Business Model
",401.98,112.85768
372,"• Developments in progress made internally by the company
",388.42,97.25568
372,"372
372
",675.5,14.901120000000002
373,"Definition of the distribution model of an insurance company
",70.92,382.78
373,"Insurer - 2017 Revenues = €175 Millions
",260.83,333.1
373,"CONTEXT AND OBJECTIVES
",14.184,311.01
373,"• Our customer lost ¼ of its customers between 2014 and 2018, and at the same 
",14.4,289.49
373,"•
",14.4,249.38768
373,"time observed a worrying increase of unprofitable segments in its portfolio 
(notably ACS / CMU).
In a context of weakening customer portfolio, VERTONE were asked to overhaul 
the distribution model in a way consistent with a commercial strategy that was to 
be defined and with three strategic objectives: restore the profitability of the 
portfolio, acquire customers willing to be insured at the market price, and stabilize 
the customer base by stimulating conquest and loyalty.
",27.96,276.89000000000004
373,"MAIN STEPS OF THE PROJECT
",14.184,183.02
373,"Definition of the relational model 
",413.52,308.0
373,"for the priority targets
",436.2,296.0
373,"Market study on Young 
Retired (65-75 years old 
",588.38,306.99
373,"people) in France
",602.45,282.97
373,"The process was broken down into 4 complementary components:
1. 360 ° macro-diagnosis: customer portfolio, dynamics by market, sales margins, 
",14.568,161.28
373,"RESULTS
",388.46,149.75
373,"offer & products, current distribution model, brand and reputation.
",28.872,135.12
373,"2. Definition of the commercial strategy: detailed analysis of the portfolio (segment 
",14.568,121.44
373,"by segment), definition and detailed analysis of priority targets on different 
aspects (portfolio, market potential, competition) and levers to be activated by 
target.
",28.872,108.858
373,"3. Definition of the new distribution model: VERTONE recommendations that 
",14.568,70.056
373,"defined the new distribution model.
",28.872,57.456
373,"4. Formalization of the transformation plan: definition of projects and projects to be 
",14.568,43.896
373,"instructed to progressively implement the new distribution model.
",28.872,31.314
373,"• Detailed studies of the current client portfolio and market studies 
",388.78,127.49
373,"•
",388.78,97.84512000000001
373,"have allowed to define priority targets.
In order to address these targets, VERTONE has made more than 
twenty recommendations that define the new distribution model.
• To progressively implement this new model, 6 major projects have 
been defined (digital, organization, network of agencies, etc.). They 
were broken down into 14 projects that have been prioritized and 
articulated in time (planning).
",388.78,114.29
374,"Defining the 2-year Customer Marketing Strategy for an insurer
",70.92,379.28
374,"Insurance - Turnover 2017 = 6,1 Mds € - 5,3 M customers
",219.05,322.61
374,"CONTEXT AND OBJECTIVES
",14.184,302.01
374,"•
",14.4,280.25768
374,"•
",14.4,239.42768
374,"In a deeply changing insurance sector, with increased competition from 
bancassurers, a French mutual insurer wants to define its customer strategy in the 
individual customer market.
In this context, VERTONE was asked to define the Customer Marketing Strategy 
and to frame its implementation. The strategy aims to identify the priority targets 
on the individual customer market, the associated objectives and the levers for 
actions to address these targets
",27.96,280.49
374,"APPROACH
• Analyze strategic positioning and customers challenges (strengths, weaknesses, 
",14.184,183.59
374,"Extract of the Customer Marketing Strategy
",470.57,295.16
374,"opportunities and threats), based on static and dynamic customer portfolio 
analysis, stakeholders interviews and review of the French insurance market
Identify potential areas for development and improvement priorities
",28.128,151.82
374,"•
• Define the priority targets and set the objectives of the client strategy, based on a 
new segmentation of the portfolio (to take into account needs, expectations and 
commitment of the client)
Identify the levers to be activated to reach the objectives on the prioritized 
targets (relational schemes, offers and services, customer knowledge, animation programs, 
commercial actions, ...) and qualify their contribution in the objectives achievement
Formalize activation plans for each lever and the principles of effectiveness of 
their implementation
",14.544,126.86768000000001
374,"•
",14.544,77.52768
374,"•
",14.544,43.08768
374,"RESULTS
• A new, enriched and quantified perspective on the insurer's client 
",388.46,128.37
374,"portfolio
",402.34,96.144
374,"• The identification of priority targets based on medium and long-term 
",388.78,82.842
374,"potential, and objectives of business development, customer 
equipment and loyalty
",402.34,71.39999999999999
374,"• Activation levers with their roadmap: new life moments prioritized and 
corresponding relational schemes, targeted improvement of customer 
journeys, commercial rebound strategy, changes in contact plans
",388.78,46.800000000000004
375,"Definition of a Sales & Marketing Plan for a mutual insurance
company (B2C market)
",48.552,391.72911999999997
375,"Assurance - CA 2017 = 6,2Mds€ - 5,3M clients
",248.62,324.55
375,"CONTEXT AND OBJECTIVES
",14.184,302.01
375,"• Our client is a mutual insurance company leading its historic market : 
",14.064,280.175152
375,"property insurance
",27.648,267.53768
375,"•
",14.064,251.93768
375,"In a context of deep market transformation and high competition 
intensity, VERTONE was commissioned to define a sales & marketing 
strategy able to boost the client engagement and thus facilitate cross 
sell, loyalty & recommendation
",27.648,251.93768
375,"Client segmentation by client engagement level
",458.33,296.36
375,"MAIN STEPS OF THE PROJECT
",14.184,169.79
375,"• Analyze the existing sales & marketing activity and the client portfolio
•
• Analyze the market : competition activity, product & services, clients needs, 
",14.064,148.54
375,"Interviewing ~30 people 
",27.648,134.98
375,"RESULTS
",388.46,128.37
375,"new trends…
",27.648,108.67
375,"• A client-centric sales & marketing strategy using clients 
",388.42,105.91968
375,"• Define the strategic orientations et write a client strategy, a sales strategy and 
",14.064,95.112
375,"“moments of life”
",401.98,93.31968
375,"an products & services strategy
Identify the key success factors related to these strategies
",27.648,82.512
375,"•
• Define the action plan and write detailed roadmaps 
",14.064,68.71968
375,"• A new client segmentation by client engagement level
",388.42,77.71968
375,"• Detailed roadmaps in order to make the strategy operational 
",388.42,62.11968
375,"375
",675.5,14.901120000000002
376,"Defining the service strategy for an insurance company 
",70.92,379.28
376,"Insurance - CA 2016 = 6,161 Bn €
",278.83,327.1
376,"CONTEXT AND OBJECTIVES
",14.184,302.01
376,"• Due to the assertion of their customers' expectations, insurance companies
",14.4,280.36999999999995
376,"are increasingly offering services to their customer
",27.96,267.188
376,"• VERTONE was asked to accompany the client in the definition of the service
strategy, by doing a competitive benchmarking and advising the client on
various strategic orientations
",14.4,252.98
376,"MAIN STEPS OF THE PROJECT
",14.184,203.51
376,"• Market study:
",14.424,174.878
376,"Listing of all services offered by the client
",63.984,147.6
376,"• Definition of a service for an insurance company
•
• Mapping services of major insurance companies
•
",50.424,161.28
376,"Study of competitors service structuration approaches (platform, services
as a new business ...)
",63.984,120.48
376,"• Classifications
",50.424,94.176
376,"according
",134.21,94.176
376,"to typology, pricing, business universe,
",186.17,94.176
376,"enhancement ...
",63.984,81.57600000000001
376,"• Definition of possible strategic directions:
",14.424,68.01599999999999
376,"• Clarification of the client’s desired position
•
",50.424,54.456
376,"Study of methods to enhance existing services
",63.984,40.776
376,"RESULTS
",394.85,145.63
376,"• Mapping of 196 existing services on the market for 19 actors
according to 10 criteria: accessibility condition - price - associated
moment of life - business model - associated product - operational
model - partner if any – customer’s need - professional or particular -
value of service: must have, nice to have, differentiating
",395.14,123.48
376,"•
",395.14,41.62368
376,"Identification of 4 structuration approaches to enhance services
",408.7,41.856
377,"Pre-feasibility study for a customer relationship tool and a payment offer 
for a mutual insurance company
",70.92,391.28
377,"CONTEXT & OBJECTIVES
",14.184,301.22112
377,"Definition of next steps :
",490.42,298.678
377,"Mutual insurance company – Revenue 2017= 6,2 Mds € - 5,3M clients
",187.01,327.1
377,"• The client asked VERTONE – already involved in the definition of the 
",14.4,279.89768
377,"customer strategy of the Group – to study the opportunity of developing a 
customer relationship tool to foster client engagement and interaction with 
clients. 
",27.96,267.315152
377,"• Also in a process of restructuring of their banking strategy, the client asked 
",14.4,226.46768
377,"VERTONE to study the relevance of building a payment offer onto the 
relationship tool.
",27.96,213.86768
377,"MISSION MAIN STEPS
",14.184,183.14112
377,"• Analyzed existing documentation and led interviews with the Group main 
",14.592,161.665152
377,"departments
",28.152,149.02768
377,"• Prepared and led workshops with the client team to build the value 
",14.592,133.42768
377,"proposition of the relationship tool and the payment offer
",28.152,120.82768
377,"RESULTS
",388.46,127.58112
377,"• Defined the scope of the relationship tool : customer promise, value 
",14.592,105.22368
377,"• Formalization of a recommendation report related to the 
",388.78,105.63168
377,"proposition, services, distribution model, promotion, and built the roadmap
",28.152,92.641152
377,"relationship tool and the payment offer
",402.34,93.03168
377,"• Studied the relevance of building a payment offer onto the relationship tool 
",14.592,76.99968
377,"• Presentation of the recommendation report to the Group 
",388.78,77.449152
377,": recommendation of a scenario and definition of the economic model
",28.152,64.39968
377,"Executive Committee that led to :
",402.34,64.80768
377,"•
",14.592,48.79968
377,"Identification & structuration of the work streams to launch
",28.152,48.79968
377,"• The launch of the relationship tool
",424.78,49.20768
377,"• A complementary study for the payment offer
",424.78,33.60768
377,"377
",675.5,14.901120000000002
378,"Sales and Marketing plan definition for a mutual insurance
company (SME Market)
",48.552,391.72911999999997
378,"Insurance - CA 2017 = 6,2Mds€ - 5,3M clients
",249.7,324.55
378,"CONTEXT AND OBJECTIVES
",14.184,302.01
378,"• Our client is a mutual insurance company leading its historic market : 
",14.064,280.175152
378,"property insurance
",27.648,267.53768
378,"• Historically close to Small and Medium Entreprises (SME, less than 20 
employees), our client loses market shares on this segment and wants
to redevelop its position. A strategic plan with documented ambitions 
had been defined. 
",14.064,251.93768
378,"• Our client asks us to define its sales and marketing plan in order to 
",14.064,198.50768
378,"achieve the strategic ambitions. 
MAIN STEPS OF THE PROJECT
",14.184,185.90768
378,"• Analyse and take the stock of the current situation regarding the sales and 
",14.064,148.54
378,"marketing mix
",27.648,135.94
378,"• Make a market study : concurrential intensity, customers targeted, value 
",14.064,122.38
378,"propositions and offers, distribution 
",27.648,109.75
378,"• Drive a qualitative market research made by a third party to help better
",14.064,96.072
378,"•
",14.064,69.67968
378,"understand the needs of SMEs
Formalise the Sales and Marketing Plan : roadmap of offers redesign, 
definition of sales objectives for each distribution channel, orientations 
regarding the adaptation of the current distribution model
",27.648,83.47200000000001
378,"Structuration du Plan Marketing & Commercial Pros
",455.86,296.738
378,"RESULTS
",388.46,128.37
378,"• Operationalisation of the strategic plan previously defined
",388.42,105.91968
378,"• Definition of roadmaps regarding all of the Sales and 
",388.42,90.31968
378,"Marketing mix elements
",401.98,77.71968
378,"378
",675.5,14.901120000000002
379,"Identification of business opportunities in the agricultural market by 2030 
for an insurance company
",70.92,391.28
379,"CONTEXT AND OBJECTIVES
",14.184,300.368
379,"A synthetic farmers' customer portfolio presentation of a complementary 
",392.88,300.85
379,"vision to the agricultural sector vision
",466.46,288.85
379,"Insurance – Marketing & Sales division
",263.95,327.1
379,"•
",14.544,275.06768
379,"•
",14.544,246.86768
379,"In a constantly changing agricultural market, our client wishes to boost its value 
proposition around new customer profiles.
In this context, VERTONE was contacted to identify the priority growth 
opportunities for the agricultural market over the next 10 years and to outline a 
possible business strategy.
",28.104,275.3
379,"MAIN STEPS OF THE PROJECT
",14.184,164.8
379,"• Analyze the global market and each agricultural sector
• Benchmark the competition
• Analyze customer portfolio
• Map customer needs and expectations to outline the new customer 
",14.448,140.61999999999998
379,"segmentation
",28.008,86.232
379,"• Confirm and quantify new customer segmentation through a quantitative 
",14.448,71.832
379,"analysis and identify strategic challenges for each segment 
",28.008,60.552
379,"• Build the target value proposition for each segment and define the 
",14.448,46.17
379,"corresponding roadmap
",28.008,34.848
379,"RESULTS
",388.46,151.65
379,"• Modelling of the number and weight evolution of each agricultural 
",388.85,128.47
379,"sector by 2030
",402.41,117.07000000000001
379,"• Prioritization of 4 agricultural sectors and 2 new complementary 
",388.85,102.768
379,"segments
",402.41,91.368
379,"• Modelling of 3 scenarios (trend, average, high) for the market rate and 
",388.85,77.08800000000001
379,"•
",388.85,51.17568
379,"•
",388.85,25.47168
379,"the associated turnover evolution for each sector by 2020
Selection of a scenario for each sector and estimation of the potential 
turnover in 2020 
Identification of 23 areas for improvement for the future value 
proposition
",402.41,65.688
380,"Expression of requirement – Qualification and valuation tool for insurance
claims
",70.32,391.28
380,"Insurance expertise- Revenue (2018) = 100 M €
",243.43,326.91799999999995
380,"CONTEXT AND OBJECTIVES
",14.184,302.01
380,"• A national player in insurance expertise wants to improve its experts’ productivity 
",14.4,280.49
380,"and reduce the delivery time of expert reports to its clients (insurance 
companies)
",27.96,267.908
380,"• The existing qualification and valuation tool used by a lot of expertS is identified 
",14.4,239.66
380,"as one of the major improvement levers
",27.96,227.05999999999997
380,"• VERTONE has been asked to build an expression OF requirement for a new tool 
",14.4,211.45999999999998
380,"APPROACH
",14.184,169.34
380,"•
",14.496,147.48768
380,"Interviews of insurance experts and administrative managers to identify a first 
level of information about the needs and current operational process.
",28.08,147.72
380,"• Tours with insurance experts in various regions in order to analyse differences 
",14.496,119.52
380,"between various agencies’ organisational models
",28.08,106.896
380,"• Analysis of individual practices of several experts and identification of the 
requirements that are not, or partially covered by the internal tool offering
• Taking into account insurance companies’ request to optimize information 
",14.496,91.296
380,"gathering by experts
",28.08,50.496
380,"Expertise management process 
",408.7,301.28000000000003
380,"of a region
",450.84,289.28000000000003
380,"Valuation model structure for 
",577.32,273.748
380,"individual’s theft claims 
",589.44,261.7
380,"RESULTS
",388.46,111.35
380,"•
",388.78,88.97568
380,"Inventory of experts' needs to carry out their task on site. Inventory of 
the means / tools used to answer these needs.
",402.34,89.208
380,"• Proposal of a target situation for each identified need
•
",388.78,61.008
380,"Illustration of the target vision by digital mock-ups of the software
• Modeling of several insurance claims financial valuation structures
",388.78,45.408
381,"Contextual insurance product design and development for an 
insurtech
",70.92,390.11911999999995
381,"CONTEXTE ET OBJECTIFS
",14.184,303.59
381,"Illustration: Formulaire de souscription pour un produit d’assurance Mobile
",418.87,297.958
381,"Insurtech | Number of clients (2019) = 400 000
",243.53,327.1
381,"• As a part of his business development plan, our client must deliver an 
",14.4,277.70768
381,"ambitious innovative product roadmap and succeed in the implementation 
of his new distribution partnerships.  
",27.96,265.125152
381,"•
",14.4,236.88768
381,"In this context, our client sought VERTONE in order to carry out the initial 
scoping of project portfolio, the product design and their market launch
",27.96,236.88768
381,"DÉMARCHE
",14.184,189.59
381,"• Collection and assessment of the distributors’ needs through numerous 
",14.424,164.90768
381,"workshops: Offer, Pricing, Fee scheme, Target and Distribution channels 
",27.984,152.30768
381,"• Market study and benchmark 
",14.424,136.70768
381,"• Product & Customer journey Design and Specification in close coordination 
",14.424,121.125152
381,"with legal, actuary, UX and IT teams 
",27.984,108.48768
381,"• Draw up of business cases in order to finalize pricing scheme 
",14.424,92.88768
381,"• Coordination of the tests with Business analysts and the integration of the 
",14.424,77.28768
381,"products in the distributors set-up 
",27.984,64.68768
381,"RÉSULTATS
",395.9,149.51
381,"• Design of Travel, Mobile, Ticketing, Payment means 
",396.19,123.86768000000001
381,"insurance products
",409.75,111.285152
381,"• Management of a portfolio of 6 projects in 6 months for neo-
",396.19,95.64768
381,"banks, fintechs and eCommerce marketplaces. 
",409.75,83.04768
